"id","name","edible_portion","food_type","processing_method","ingredient_category","food_category","ingredient_category2","food_category2"
572,"Margarine 40%, l�tta",100,"Food","Industrial","Margarine and fat spread <55%","Margarine, butter spread and fat spread <55%","Fat","Fat and fat products"
576,"Butter, unsalted",100,"Food","Industrial","Butter and butter spread","Butter and butter spread >60%","Fat","Fat and fat products"
578,"Mayonnaise, 27-33% fat",100,"Food","Industrial","Other fat products","Salad dressings","Fat","Fat and fat products"
579,"Salad dressing, <17% fat, low-fat",100,"Food","Industrial","Other fat products","Salad dressings","Fat","Fat and fat products"
585,"Butter, high-sodium",100,"Food","Industrial","Butter and butter spread","Butter and butter spread >60%","Fat","Fat and fat products"
586,"Blended spread 80%, high-sodium",100,"Food","Industrial","Butter and butter spread","Butter and butter spread >60%","Fat","Fat and fat products"
593,"Margarine for baking 80%, pirkka/rainbow",100,"Food","Industrial","Fats for cooking and industrial use","Other fat products","Fat","Fat and fat products"
597,"Blended spread 75%, average of industrial products",100,"Food","Industrial","Butter and butter spread","Butter and butter spread >60%","Fat","Fat and fat products"
598,"Butter oil 100%, milkfat",100,"Food","Industrial","Butter and butter spread","Butter and butter spread >60%","Fat","Fat and fat products"
599,"Vegetable fat spread 32%, benecol light",100,"Food","Industrial","Margarine and fat spread <55%","Margarine, butter spread and fat spread <55%","Fat","Fat and fat products"
600,"Milk, raw milk, 4.4 % fat, without added vitamin d",100,"Food","No treatment","Milks","Milks >2% fat","Milk","Milk dishes"
602,"Beestings, colostrum",100,"Food","No treatment","Milks","Milks >2% fat","Milk","Milk dishes"
604,"Milk, goat milk",100,"Food","Industrial","Milks","Milks >2% fat","Milk","Milk dishes"
606,"Milk, 0% fat, i ug added vitamin d",100,"Food","Industrial","Milks","Milks skimmed","Milk","Milk dishes"
611,"Sour milk, 0.8% fat, 0.5 ug vitamin d",100,"Food","Industrial","Fermented milk products","Soured milks","Milk","Milk dishes"
612,"Sour milk, 1 ug vitamin d",100,"Food","Industrial","Fermented milk products","Soured milks","Milk","Milk dishes"
613,"Sour milk, butter milk, 0.3% fat, 1 ug vitamin d",100,"Food","Industrial","Fermented milk products","Soured milks","Milk","Milk dishes"
615,"Sour cream, 10-12% fat",100,"Food","Industrial","Cream","Milk sauces","Milk","Milk dishes"
616,"Sour milk, acidophilus, 2.5% fat, 1 ug vitamin d, probiotics",100,"Food","Industrial","Fermented milk products","Soured milks","Milk","Milk dishes"
617,"Curd milk, plain, 3.5% fat",100,"Food","Industrial","Fermented milk products","Cultured milks","Milk","Milk dishes"
618,"Curd milk, plain, 2% fat",100,"Food","Industrial","Fermented milk products","Cultured milks","Milk","Milk dishes"
619,"Yoghurt, plain, 2.5% fat, low-lactose",100,"Food","Industrial","Fermented milk products","Yoghurt","Milk","Milk dishes"
622,"Quark, <0.5% fat",100,"Food","Industrial","Fermented milk products","Soured milks","Milk","Milk dishes"
627,"Milk, 1% fat, 1 ug added vitamin d",100,"Food","Industrial","Milks","Milks <2% fat","Milk","Milk dishes"
628,"Creme fraiche, 28% fat",100,"Food","Industrial","Cream","Milk sauces","Milk","Milk dishes"
629,"Whipping cream, 38% fat, low-lactose, ultra-heat-treated",100,"Food","Industrial","Cream","Milks >2% fat","Milk","Milk dishes"
630,"Sour cream, 40% fat",100,"Food","Industrial","Cream","Milk sauces","Milk","Milk dishes"
631,"Whipping cream, 38% fat",100,"Food","Industrial","Cream","Milks >2% fat","Milk","Milk dishes"
632,"Cooking cream, 19% fat",100,"Food","Industrial","Cream","Milks >2% fat","Milk","Milk dishes"
633,"Cream, low-fat, 1o% fat, low-lactose",100,"Food","Industrial","Cream","Milks >2% fat","Milk","Milk dishes"
635,"Cottage cheese, fat-free, low-lactose",100,"Food","Industrial","Cheese","Processed and fresh cheeses","Milk","Milk dishes"
636,"Curd milk, flavoured with jam, 1% fat, low-lactose",100,"Food","Industrial","Fermented milk products","Cultured milks","Milk","Milk dishes"
637,"Yoghurt, plain, fat-free, low-lactose, 0.5 ug vitamin d",100,"Food","Industrial","Fermented milk products","Yoghurt","Milk","Milk dishes"
639,"Yoghurt, flavoured, fat-free",100,"Food","Industrial","Fermented milk products","Yoghurt","Milk","Milk dishes"
640,"Cheese, white mould cheese, camembert/brie, 26-30% fat",100,"Food","Industrial","Cheese","Hard cheeses","Milk","Milk dishes"
641,"Cheese, turunmaa/oltermanni, 30% fat",100,"Food","Industrial","Cheese","Hard cheeses","Milk","Milk dishes"
642,"Cheese, emmental, 27-30% fat, red-label",100,"Food","Industrial","Cheese","Hard cheeses","Milk","Milk dishes"
643,"Cheese, hard cheese, edam type, 24-27% fat",100,"Food","Industrial","Cheese","Hard cheeses","Milk","Milk dishes"
644,"Cheese, semi-hard cheese, edam/kadett, 9-11% fat",100,"Food","Industrial","Cheese","Hard cheeses","Milk","Milk dishes"
645,"Cheese, hard cheese, goat cheese, 20-25% fat",100,"Food","Industrial","Cheese","Hard cheeses","Milk","Milk dishes"
647,"Processed cheese, 20-24% fat",100,"Food","Industrial","Cheese","Processed and fresh cheeses","Milk","Milk dishes"
648,"Processed cheese, 27-35% fat",100,"Food","Industrial","Cheese","Processed and fresh cheeses","Milk","Milk dishes"
649,"Cottage cheese, 2-5% fat",100,"Food","Industrial","Cheese","Processed and fresh cheeses","Milk","Milk dishes"
650,"Cheese, home-made fresh cheese, 9-14% fat",100,"Food","Industrial","Cheese","Processed and fresh cheeses","Milk","Milk dishes"
653,"Cheese, blue cheese, aura/danazole, average, 27-30% fat",100,"Food","Industrial","Cheese","Hard cheeses","Milk","Milk dishes"
654,"Cheese, gouda/salaneuvos, average, 28-30% fat",100,"Food","Industrial","Cheese","Hard cheeses","Milk","Milk dishes"
655,"Cheese, semi-hard cheese, lappi/sm�land/billinge/rustholli, 25-35% fat",100,"Food","Industrial","Cheese","Hard cheeses","Milk","Milk dishes"
657,"Cheese, finnish oven cheese, 17-23% fat",100,"Food","Baked in oven","Cheese","Processed and fresh cheeses","Milk","Milk dishes"
658,"Cream cheese, 36-44% fat, kasakka/musta-pekka",100,"Food","Industrial","Cheese","Processed and fresh cheeses","Milk","Milk dishes"
659,"Processed cheese, 9-12% fat, low-fat",100,"Food","Industrial","Cheese","Processed and fresh cheeses","Milk","Milk dishes"
661,"Soft ice cream with wafer",100,"Food","Industrial","Ice cream","Ice cream","Milk","Milk dishes"
663,"Ice cream, cream based",100,"Food","Industrial","Ice cream","Ice cream","Milk","Milk dishes"
664,"Ice cream bar, cream based, chocolate-coated",100,"Food","Industrial","Ice cream","Ice cream","Milk","Milk dishes"
665,"Ice cream cornet, cream based",100,"Food","Industrial","Ice cream","Ice cream","Milk","Milk dishes"
666,"Ice cream, milk based",100,"Food","Industrial","Ice cream","Ice cream","Milk","Milk dishes"
667,"Ice cream, artificially sweetened, 6.5% fat",100,"Food","Industrial","Ice cream","Ice cream","Milk","Milk dishes"
668,"Ice cream, cream based, >12% fat",100,"Food","Industrial","Ice cream","Ice cream","Milk","Milk dishes"
669,"Ice cream, fat-free",100,"Food","Industrial","Ice cream","Ice cream","Milk","Milk dishes"
672,"Milk powder, fat-free milk",100,"Food","Dried","Other milk products","Miscellaneous ingredients","Milk","Miscellaneous"
675,"Milk, 1.5% fat, low-lactose, 1 ug added vitamin d",100,"Food","Industrial","Milks","Milks <2% fat","Milk","Milk dishes"
680,"Curd milk, plain, 1% fat",100,"Food","Industrial","Fermented milk products","Cultured milks","Milk","Milk dishes"
682,"Cream cheese, 30% fat, flavoured, creme bonjour/cantadou",100,"Food","Industrial","Cheese","Processed and fresh cheeses","Milk","Milk dishes"
684,"Milk, 1.5% fat, 1 ug added vitamin d",100,"Food","Industrial","Milks","Milks <2% fat","Milk","Milk dishes"
685,"Yoghurt, flavoured, fat-free, partially artifially sweetened",100,"Food","Industrial","Fermented milk products","Yoghurt","Milk","Milk dishes"
686,"Yoghurt, flavoured, 7% fat",100,"Food","Industrial","Fermented milk products","Yoghurt","Milk","Milk dishes"
687,"Yoghurt, fat 6-8%, for food preparation",100,"Food","Industrial","Cream","Milk sauces","Milk","Milk dishes"
689,"Milk, 3.5% fat, 1 ug added vitamin d",100,"Food","Industrial","Milks","Milks >2% fat","Milk","Milk dishes"
690,"Cheese, feta type salad cheese in brine, 18% fat",100,"Food","Industrial","Cheese","Processed and fresh cheeses","Milk","Milk dishes"
691,"Cheese, emmental, 27-30% fat, blue-label",100,"Food","Industrial","Cheese","Hard cheeses","Milk","Milk dishes"
698,"Cheese, cheddar type, 34% fat",100,"Food","Industrial","Cheese","Hard cheeses","Milk","Milk dishes"
699,"Cooking cream, vegetable fat, 15% fat",100,"Food","Industrial","Cream","Milks >2% fat","Milk","Milk dishes"
701,"Pork, medium fat",100,"Food","No treatment","Pork","Steaks and chops","Meat","Meat dishes"
703,"Pork chop, thick layer of fat",100,"Food","No treatment","Pork","Meat hot-pot","Meat","Meat dishes"
704,"Ham, fatty",100,"Food","No treatment","Pork","Meat hot-pot","Meat","Meat dishes"
705,"Pork shoulder",100,"Food","No treatment","Pork","Meat hot-pot","Meat","Meat dishes"
706,"Pork ribs",100,"Food","No treatment","Pork","Meat hot-pot","Meat","Meat dishes"
707,"Bacon",100,"Food","Smoked","Pork","Steaks and chops","Meat","Meat dishes"
708,"Fatback",100,"Food","No treatment","Pork","Meat hot-pot","Meat","Meat dishes"
709,"Pork knuckle, ham hock",100,"Food","No treatment","Pork","Meat hot-pot","Meat","Meat dishes"
711,"Pork beef mince",100,"Food","No treatment","Pork","Minced meat dishes","Meat","Meat dishes"
712,"Lean steak mince, 7% fat",100,"Food","No treatment","Beef","Minced meat dishes","Meat","Meat dishes"
713,"Pork, average",100,"Food","No treatment","Pork","Meat hot-pot","Meat","Meat dishes"
714,"Beef, average",100,"Food","No treatment","Beef","Steaks and chops","Meat","Meat dishes"
716,"Beef, medium fat, 13% fat",100,"Food","No treatment","Beef","Steaks and chops","Meat","Meat dishes"
718,"Beef round",100,"Food","No treatment","Beef","Meat hot-pot","Meat","Meat dishes"
719,"Beef chuck, beef shoulder",100,"Food","No treatment","Beef","Steaks and chops","Meat","Meat dishes"
720,"Beef knuckle",100,"Food","No treatment","Beef","Steaks and chops","Meat","Meat dishes"
721,"Beef brisket",100,"Food","No treatment","Beef","Steaks and chops","Meat","Meat dishes"
722,"Beef sirloin",100,"Food","No treatment","Beef","Steaks and chops","Meat","Meat dishes"
723,"Beef flank",100,"Food","No treatment","Beef","Steaks and chops","Meat","Meat dishes"
726,"Veal roast, raw",100,"Food","No treatment","Beef","Steaks and chops","Meat","Meat dishes"
730,"Lamb, low-fat",100,"Food","No treatment","Lamb/mutton","Steaks and chops","Meat","Meat dishes"
731,"Lamb",100,"Food","No treatment","Lamb/mutton","Steaks and chops","Meat","Meat dishes"
732,"Lamb roast",100,"Food","No treatment","Lamb/mutton","Steaks and chops","Meat","Meat dishes"
734,"Reindeer",100,"Food","No treatment","Game meat","Steaks and chops","Meat","Meat dishes"
735,"Elk",100,"Food","No treatment","Game meat","Steaks and chops","Meat","Meat dishes"
736,"Hare",100,"Food","No treatment","Game meat","Steaks and chops","Meat","Meat dishes"
737,"Rabbit",100,"Food","No treatment","Game meat","Steaks and chops","Meat","Meat dishes"
741,"Beef, canned",100,"Food","Canned","Beef","Cold cuts and sausages","Meat","Meat dishes"
743,"Pork and beef, canned",100,"Food","Canned","Beef","Cold cuts and sausages","Meat","Meat dishes"
747,"Beef jelly",100,"Food","Boiled","Meat products","Cold cuts and sausages","Meat","Meat dishes"
748,"Pork roast, lean",100,"Food","No treatment","Pork","Meat hot-pot","Meat","Meat dishes"
750,"Chicken",100,"Food","No treatment","Birds","Poultry dishes","Meat","Meat dishes"
751,"Chicken with skin",100,"Food","No treatment","Birds","Poultry dishes","Meat","Meat dishes"
752,"Turkey with skin",100,"Food","No treatment","Birds","Poultry dishes","Meat","Meat dishes"
753,"Game bird",100,"Food","No treatment","Birds","Poultry dishes","Meat","Meat dishes"
754,"Chicken strips",100,"Food","No treatment","Birds","Poultry dishes","Meat","Meat dishes"
775,"Ham, smoked, 6% fat",100,"Food","Smoked","Meat products","Cold cuts and sausages","Meat","Meat dishes"
776,"Beef, cured, 2.8% fat",100,"Food","Boiled","Meat products","Cold cuts and sausages","Meat","Meat dishes"
779,"Ham, cooked ham, 3% fat",100,"Food","Boiled","Meat products","Cold cuts and sausages","Meat","Meat dishes"
786,"Liver, beef",100,"Food","No treatment","Offal","Offal dishes","Meat","Meat dishes"
787,"Liver, pork",100,"Food","No treatment","Offal","Offal dishes","Meat","Meat dishes"
788,"Liver, chicken",100,"Food","No treatment","Offal","Offal dishes","Meat","Meat dishes"
789,"Liver, reindeer",100,"Food","No treatment","Offal","Offal dishes","Meat","Meat dishes"
790,"Liver, average",100,"Food","No treatment","Offal","Offal dishes","Meat","Meat dishes"
791,"Kidney",100,"Food","No treatment","Offal","Offal dishes","Meat","Meat dishes"
792,"Heart, beef",100,"Food","No treatment","Offal","Offal dishes","Meat","Meat dishes"
793,"Tongue, beef",100,"Food","No treatment","Offal","Offal dishes","Meat","Meat dishes"
794,"Blood",100,"Food","No treatment","Offal","Offal dishes","Meat","Meat dishes"
797,"Reindeer, cold smoked",100,"Food","Smoked","Meat products","Cold cuts and sausages","Meat","Meat dishes"
799,"Ham, cooked ham, low-fat, 3% fat",100,"Food","Boiled","Meat products","Cold cuts and sausages","Meat","Meat dishes"
800,"Baltic herring",100,"Food","No treatment","Fish","Fish","Fish","Fish dishes"
801,"Baltic herring, salted",100,"Food","Salted","Fish products","Fish products","Fish","Fish dishes"
802,"Baltic herring, smoked",100,"Food","Smoked","Fish products","Other fish dishes","Fish","Fish dishes"
803,"Herring, salted",100,"Food","Salted","Fish products","Fish products","Fish","Fish dishes"
804,"Cod",100,"Food","No treatment","Fish","Fish","Fish","Fish dishes"
805,"Zander, pike-perch",100,"Food","No treatment","Fish","Fish","Fish","Fish dishes"
806,"Redfish, smoked",100,"Food","Smoked","Fish products","Other fish dishes","Fish","Fish dishes"
807,"Halibut, smoked",100,"Food","Smoked","Fish products","Other fish dishes","Fish","Fish dishes"
809,"Vendace, lake",100,"Food","No treatment","Fish","Fish","Fish","Fish dishes"
810,"Vendace, salted lake fish",100,"Food","Salted","Fish products","Fish products","Fish","Fish dishes"
811,"Vendace, smoked lake fish",100,"Food","Smoked","Fish products","Other fish dishes","Fish","Fish dishes"
812,"Perch",100,"Food","No treatment","Fish","Fish","Fish","Fish dishes"
813,"Pike",100,"Food","No treatment","Fish","Fish","Fish","Fish dishes"
814,"Bream",100,"Food","No treatment","Fish","Fish","Fish","Fish dishes"
815,"Powan, whitefish, pollan, lavaret",100,"Food","No treatment","Fish","Fish","Fish","Fish dishes"
816,"Powan, smoked",100,"Food","Smoked","Fish products","Other fish dishes","Fish","Fish dishes"
817,"Salmon, whole",65,"Food","No treatment","Fish","Fish","Fish","Fish dishes"
